"respid","hCountry","countrycode","Q9_ees_numeric","lrgen_selfdescription","econ_interven","redistribution","sociallifestyle","civlib_laworder","immigrate_policy_reversed","environment","immigrate_policy","econ_interven_factor","environment_factor","redistribution_factor","civlib_laworder_factor","immigrate_policy_factor","sociallifestyle_factor","prediction_lm_lrgen1","prediction_lm_lrgen2","prediction_polr_lrgen1","prediction_polr_lrgen2","prediction_rf_lrgen1","prediction_rf_lrgen2","prediction_rf_lrgen2_unrounded","prediction_lm_lrecon1","prediction_polr_lrecon1","prediction_rf_lrecon1","prediction_rf_lrecon2","prediction_rf_lrecon2_unrounded","prediction_lm_galtan1","prediction_polr_galtan1","prediction_rf_galtan1","prediction_rf_galtan2","prediction_rf_galtan2_unrounded"
"23406","14","1372",1372520,3,2,2,0,7,10,3,0,"2","3","2","7","0","0",3,3,2,3,3,3,3.27146131172177,3,3,2,3,2.80655684868698,2,3,0,1,1.48384119635867
"23409","14","1372",NA,NA,5,0,5,5,0,4,10,"5","4","0","5","10","5",5,5,5,5,5,5,5.18109940472782,3,3,5,4,3.61921419013148,6,8,5,7,7.02117271125996
"23456","14","1372",1372520,7,6,3,0,7,3,0,7,"6","0","3","7","7","0",5,6,5,6,4,5,4.89631366894648,5,5,5,4,4.16580995275838,4,7,5,4,4.2955676336651
"23473","14","1372",1372520,0,0,6,0,2,6,0,4,"0","0","6","2","4","0",3,3,3,3,2,3,3.47162523469166,3,3,6,4,3.62632476742014,2,2,0,2,1.76636586952426
"23565","14","1372",NA,NA,4,3,0,NA,5,4,5,"4","4","3",NA,"5","0",NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3.88596958151691,NA,NA,NA,NA,NA
"23572","14","1372",NA,NA,4,10,0,NA,0,0,10,"4","0","10",NA,"10","0",NA,NA,NA,NA,NA,NA,NA,6,7,5,5,4.67754766885694,NA,NA,NA,NA,NA
"23577","14","1372",1372520,NA,0,0,10,0,0,0,10,"0","0","0","0","10","10",3,3,3,2,1,4,3.53505517601707,1,1,0,1,1.25384706979733,7,3,10,8,7.70273657718042
"23604","14","1372",NA,NA,NA,1,0,NA,5,2,5,NA,"2","1",NA,"5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23636","14","1372",NA,NA,0,NA,0,NA,6,0,4,"0","0",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23670","14","1372",1372520,4,3,1,3,8,8,3,2,"3","3","1","8","2","3",4,4,3,3,3,3,3.42665747164345,3,3,3,3,2.68311251799228,4,5,6,5,5.07717499801726
"23693","14","1372",1372320,7,7,7,6,6,8,6,2,"7","6","7","6","2","6",6,6,7,6,7,7,6.8282977937298,7,7,7,7,7.29776382074623,5,3,5,6,6.36167921633148
"23771","14","1372",NA,3,7,7,0,NA,8,3,2,"7","3","7",NA,"2","0",NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7.08478227348931,NA,NA,NA,NA,NA
"23772","14","1372",1372620,5,8,8,0,0,3,4,7,"8","4","8","0","7","0",6,6,6,7,7,6,5.78367409008155,8,8,8,8,7.79369764187755,2,2,0,2,1.79716845050483
"23835","14","1372",1372520,5,6,4,1,4,4,2,6,"6","2","4","4","6","1",5,5,5,5,5,5,4.9427317254885,5,5,5,6,5.73334483279897,3,5,3,3,2.74175280931631
"23858","14","1372",1372951,3,5,3,0,4,6,3,4,"5","3","3","4","4","0",4,4,4,4,5,4,3.97484654181864,4,4,5,5,4.57483403467602,2,3,3,2,2.40760267233781
"23872","14","1372",NA,NA,NA,NA,0,6,NA,7,NA,NA,"7",NA,"6",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23881","14","1372",1372620,NA,5,0,0,5,3,0,7,"5","0","0","5","7","0",4,4,4,4,2,4,3.63060820103654,3,3,2,3,2.92547236506552,3,5,2,3,3.30368298448277
"23926","14","1372",NA,5,5,8,5,9,5,5,5,"5","5","8","9","5","5",7,7,7,7,7,6,6.38785328715953,6,7,5,6,5.76622041685989,6,8,7,6,5.98349257374259
"23939","14","1372",NA,NA,3,7,0,3,1,3,9,"3","3","7","3","9","0",5,6,5,6,4,5,5.0806646023403,5,5,4,5,4.71240491260409,3,5,1,3,2.62546227038579
"23949","14","1372",NA,0,0,0,0,2,9,0,1,"0","0","0","2","1","0",1,1,1,1,1,2,1.5482150337019,1,1,0,1,1.25384706979733,1,1,0,1,0.999391081483876
"23959","14","1372",1372951,5,6,6,6,6,4,5,6,"6","5","6","6","6","6",6,6,7,7,6,6,6.09109452001142,6,7,6,6,6.40551171074612,6,5,6,6,6.2937738214052
"23989","14","1372",NA,6,7,5,3,NA,7,1,3,"7","1","5",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,6,6,5,6,5.58770219856538,NA,NA,NA,NA,NA
"24003","14","1372",NA,0,1,0,0,0,10,0,0,"1","0","0","0","0","0",1,1,1,1,1,1,1.28600625519418,1,1,1,1,1.3403797108373,0,0,0,1,0.701834812350845
"24036","14","1372",1372951,NA,5,0,0,4,5,2,5,"5","2","0","4","5","0",3,4,3,4,3,3,3.42077482004728,3,3,3,3,3.3912680095898,2,3,4,3,2.66029089992052
"24037","14","1372",1372951,10,5,5,5,NA,5,2,5,"5","2","5",NA,"5","5",NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5.07545437746879,NA,NA,NA,NA,NA
"24068","14","1372",1372520,3,6,NA,0,3,1,3,9,"6","3",NA,"3","9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,3,2.62546227038579
"24072","14","1372",1372951,5,5,4,0,2,3,1,7,"5","1","4","2","7","0",4,5,4,5,5,4,4.46753455334007,5,5,5,4,4.34851602538219,2,3,0,2,2.18201297577689
"24082","14","1372",1372220,0,10,2,4,0,8,2,2,"10","2","2","0","2","4",5,4,4,4,3,4,3.911140667906,6,7,3,4,3.92081742776477,3,0,2,2,2.31064222371537
"24093","14","1372",NA,4,6,5,7,5,6,6,4,"6","6","5","5","4","7",6,5,6,5,6,6,5.86065200362129,6,6,6,6,6.21378506356017,6,5,9,6,6.43554868272459
"24098","14","1372",NA,5,8,NA,10,NA,5,8,5,"8","8",NA,NA,"5","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24149","14","1372",1372520,NA,NA,NA,0,NA,2,0,8,NA,"0",NA,NA,"8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24222","14","1372",1372520,7,6,NA,10,0,0,5,10,"6","5",NA,"0","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,10,8,7.70273657718042
"24246","14","1372",1372320,NA,4,6,0,NA,4,4,6,"4","4","6",NA,"6","0",NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5.28035809136903,NA,NA,NA,NA,NA
"24247","14","1372",NA,4,7,1,3,1,10,1,0,"7","1","1","1","0","3",3,3,3,2,2,4,3.56075630341746,4,4,2,4,4.08535386481977,2,0,2,3,2.71835939392203
"24253","14","1372",1372620,5,2,3,0,1,5,0,5,"2","0","3","1","5","0",3,3,2,3,2,3,2.97680681797324,3,3,3,3,3.04318321803371,2,2,0,2,1.83276399755696
"24262","14","1372",NA,8,8,10,2,0,0,5,10,"8","5","10","0","10","2",7,7,8,8,8,7,7.02005780990471,9,8,8,8,8.38932728332351,4,3,1,3,3.40531079041368
"24291","14","1372",NA,NA,5,5,6,4,5,5,5,"5","5","5","4","5","6",5,5,5,5,5,5,5.28514098233472,5,5,5,6,5.67037365764015,5,3,5,6,5.63223499164345
"24323","14","1372",1372620,3,7,10,0,10,0,0,10,"7","0","10","10","10","0",8,9,8,10,9,8,7.64937455978057,8,8,9,7,7.3227934997573,5,10,10,7,7.30708287990738
"24377","14","1372",NA,2,5,5,0,3,NA,NA,NA,"5",NA,"5","3",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24383","14","1372",NA,NA,5,0,0,0,0,0,10,"5","0","0","0","10","0",4,4,3,4,2,4,3.64949685320903,3,3,2,3,2.92547236506552,3,3,0,2,2.26033155613895
"24394","14","1372",1372520,6,4,3,0,7,6,6,4,"4","6","3","7","4","0",4,5,4,5,4,4,4.14656263343965,4,4,4,4,4.11351920064666,3,5,4,3,3.18252465430821
"24432","14","1372",NA,NA,3,5,2,2,2,1,8,"3","1","5","2","8","2",5,5,4,5,4,4,4.40856764657724,4,4,5,4,4.40328368640568,4,5,3,4,3.65218849325906
"24439","14","1372",1372951,7,7,7,7,7,6,8,4,"7","8","7","7","4","7",7,7,7,7,7,7,6.83832481435039,7,8,7,7,7.31933335077015,6,5,8,6,6.01964390688032
"24458","14","1372",NA,NA,8,6,10,9,10,10,0,"8","10","6","9","0","10",7,6,7,7,8,8,7.54333083799556,7,8,9,8,8.26264001262546,7,5,10,6,6.09158002645846
"24490","14","1372",NA,5,6,9,0,0,9,5,1,"6","5","9","0","1","0",5,5,5,5,5,5,5.25078612146706,7,8,7,7,6.95376798203741,0,0,0,1,0.652800178176833
"24518","14","1372",1372520,5,0,0,0,5,0,0,10,"0","0","0","5","10","0",3,4,3,3,1,3,2.92143714986819,1,1,0,1,1.25384706979733,4,8,5,4,4.16343287820749
"24531","14","1372",1372620,7,7,3,0,3,6,5,4,"7","5","3","3","4","0",5,5,4,5,4,4,4.330016463721,5,5,8,6,6.42493663068331,2,2,0,2,2.07169285658334
"24532","14","1372",NA,NA,4,6,10,NA,5,4,5,"4","4","6",NA,"5","10",NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5.28035809136903,NA,NA,NA,NA,NA
"24559","14","1372",1372520,6,5,3,7,5,7,2,3,"5","2","3","5","3","7",5,4,5,4,5,4,4.45874131678136,4,4,5,5,4.66303654047241,6,3,8,7,6.66763811472004
"24573","14","1372",1372520,8,7,6,2,5,6,5,4,"7","5","6","5","4","2",6,6,6,6,7,6,6.04893187516876,7,7,7,7,6.72396137722116,3,5,3,3,3.34289898804329
"24706","14","1372",NA,4,4,2,2,0,4,0,6,"4","0","2","0","6","2",3,3,3,3,2,3,3.10098968231369,3,3,3,3,3.39909772216201,3,2,4,3,3.19062182887602
"24713","14","1372",1372520,NA,0,4,10,10,0,4,10,"0","4","4","10","10","10",6,6,6,6,9,7,6.82200337679185,3,3,4,3,2.55923446590538,10,10,10,10,9.53837434539673
"24735","14","1372",NA,7,8,5,10,4,8,6,2,"8","6","5","4","2","10",6,5,6,5,8,6,6.37485271676588,7,7,7,7,6.6758059087148,7,2,1,4,3.62793967087985
"24736","14","1372",1372110,5,8,2,2,3,4,1,6,"8","1","2","3","6","2",5,5,5,5,3,5,4.9122339622907,5,5,3,4,3.58759753727578,3,3,3,3,3.29001307416017
"24752","14","1372",NA,NA,NA,NA,4,NA,NA,5,NA,NA,"5",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24763","14","1372",NA,NA,7,8,0,7,8,0,2,"7","0","8","7","2","0",6,6,6,7,7,6,6.08487427302247,7,7,9,7,7.1544887994186,3,5,0,2,2.27007852566296
"24782","14","1372",1372620,2,5,5,0,5,5,4,5,"5","4","5","5","5","0",5,5,5,5,5,5,4.84634089007105,5,5,5,6,5.55783346038136,3,5,2,3,2.6885224744579
"24803","14","1372",NA,NA,4,7,0,6,3,2,7,"4","2","7","6","7","0",6,6,5,6,6,5,5.37482106734716,5,5,4,4,4.43618227474699,3,6,5,4,3.99075944854541
"24857","14","1372",NA,3,4,6,0,3,2,0,8,"4","0","6","3","8","0",5,5,5,5,5,5,4.65417238153374,5,5,5,5,4.66058094998042,3,5,1,3,2.65461307006881
"24947","14","1372",1372520,8,5,0,10,5,7,4,3,"5","4","0","5","3","10",4,4,4,3,6,4,3.9782544799671,3,3,5,4,3.61921419013148,7,3,9,7,6.66467899131048
"24949","14","1372",1372520,7,5,6,0,5,6,1,4,"5","1","6","5","4","0",5,5,5,5,6,5,5.10770871980911,5,5,6,6,5.6403482298013,2,5,0,2,2.21699423081441
"25034","14","1372",1372951,0,4,0,0,0,0,1,10,"4","1","0","0","10","0",4,4,3,3,2,4,3.6504603149143,3,2,2,3,2.67515974523756,3,3,0,2,2.26033155613895
"25071","14","1372",NA,NA,4,2,0,3,4,4,6,"4","4","2","3","6","0",4,4,4,4,4,4,3.61205887883223,4,3,4,4,3.76587229757056,2,3,0,2,1.9539794938391
"25102","14","1372",1372520,5,2,7,0,5,7,4,3,"2","4","7","5","3","0",4,5,4,5,2,4,4.14113716332696,5,5,2,4,4.01101895282915,2,3,0,2,1.754718817392
"25124","14","1372",1372951,5,5,5,0,4,0,10,10,"5","10","5","4","10","0",6,7,6,7,5,6,6.39244871371346,6,6,5,6,5.99387572251446,4,7,1,4,3.64411611459479
"25156","14","1372",1372951,NA,4,3,3,3,3,2,7,"4","2","3","3","7","3",4,4,4,4,4,4,4.03392193539141,4,4,4,4,3.94937960961064,4,5,4,4,3.96113692167611
"25259","14","1372",1372520,NA,5,5,0,10,5,5,5,"5","5","5","10","5","0",6,6,6,7,7,6,6.16953102405198,5,5,5,6,5.67037365764015,4,8,3,3,3.26633933696266
"25313","14","1372",1372620,5,3,4,5,3,3,5,7,"3","5","4","3","7","5",5,5,5,5,4,5,4.58414698383908,4,4,4,4,4.3913421252417,5,5,6,5,5.08088312646318
"25424","14","1372",1372520,10,8,3,0,1,0,0,10,"8","0","3","1","10","0",5,6,5,6,2,5,4.66938731975056,5,5,3,4,4.21852208811052,3,5,1,3,2.52821938718365
"25556","14","1372",1372520,5,7,7,10,8,3,6,7,"7","6","7","8","7","10",8,8,8,8,8,8,7.79077799425367,7,7,7,7,7.29776382074623,9,8,10,8,8.18476203821587
"25596","14","1372",1372520,NA,0,0,5,10,10,6,0,"0","6","0","10","0","5",3,3,2,2,0,2,2.47274497879488,1,1,0,1,1.45439820084311,5,5,10,6,5.90624497735294
"25664","14","1372",NA,NA,0,0,0,5,0,5,10,"0","5","0","5","10","0",3,4,3,4,1,3,3.20947680225015,1,1,0,1,1.13242723726289,4,8,5,4,4.16343287820749
"25708","14","1372",1372520,NA,5,7,0,5,3,3,7,"5","3","7","5","7","0",6,6,6,7,5,6,5.54268237448048,6,6,5,6,5.94138113430908,3,5,2,3,3.30368298448277
"25719","14","1372",1372620,NA,5,4,1,3,5,5,5,"5","5","4","3","5","1",4,5,4,5,5,5,4.69467843229031,5,5,5,5,5.10108163311735,3,3,3,3,2.65940354226254
"25822","14","1372",NA,8,3,5,0,0,9,10,1,"3","10","5","0","1","0",3,3,3,3,5,4,3.75947109040265,5,5,5,6,6.47026516219438,0,0,0,1,0.652800178176833
"25824","14","1372",NA,3,4,5,0,3,3,0,7,"4","0","5","3","7","0",5,5,4,5,5,4,4.31536565560182,4,5,5,5,4.66692124770354,3,5,1,3,2.66052823453448
"25878","14","1372",1372320,5,5,1,1,2,9,1,1,"5","1","1","2","1","1",3,3,2,2,2,3,3.14823619018223,3,3,2,4,3.70403249744616,1,1,1,2,1.51826418286736
"26085","14","1372",NA,5,NA,5,0,NA,3,5,7,NA,"5","5",NA,"7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26392","14","1372",1372520,NA,5,8,0,5,3,3,7,"5","3","8","5","7","0",6,6,6,7,7,6,5.60627429783807,6,7,5,6,5.85493318941979,3,5,2,3,3.30368298448277
"26444","14","1372",NA,NA,2,NA,1,0,9,2,1,"2","2",NA,"0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1.18565004935752
"26477","14","1372",NA,4,5,8,0,4,1,5,9,"5","5","8","4","9","0",6,7,7,7,5,6,5.98749747070108,6,7,5,6,5.76622041685989,3,6,1,3,3.40586960402096
"26506","14","1372",NA,5,3,5,NA,2,3,0,7,"3","0","5","2","7",NA,NA,4,NA,4,NA,NA,NA,4,4,5,5,4.63759656852154,NA,3,NA,NA,NA
"26555","14","1372",NA,3,4,4,10,10,2,3,8,"4","3","4","10","8","10",7,7,7,7,9,7,7.08550939077214,4,4,4,4,4.30692931984549,9,10,10,9,9.09149603609963
"26587","14","1372",NA,NA,5,4,0,NA,3,6,7,"5","6","4",NA,"7","0",NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5.03896446964213,NA,NA,NA,NA,NA
"26895","14","1372",1372951,3,6,2,0,2,6,5,4,"6","5","2","2","4","0",4,4,4,4,4,4,3.86803221088615,5,5,5,5,4.97478705357408,2,2,0,2,1.76636586952426
"26942","14","1372",NA,5,3,8,0,3,10,3,0,"3","3","8","3","0","0",4,4,4,4,4,4,3.82710837846438,5,5,4,4,4.38851413197243,1,1,0,1,1.06849486358753
"27094","14","1372",1372110,4,10,0,0,10,7,1,3,"10","1","0","10","3","0",5,6,5,6,3,4,3.98690374670009,5,5,1,2,2.49496064930223,4,7,0,3,2.79455371166993
"27223","14","1372",NA,NA,3,5,0,5,5,2,5,"3","2","5","5","5","0",4,5,4,5,4,4,4.39213567884048,4,4,4,5,4.51299710263545,3,5,2,3,2.6885224744579
"27305","14","1372",NA,NA,3,1,0,7,5,0,5,"3","0","1","7","5","0",4,4,3,4,3,3,3.21533412943205,3,2,2,2,2.40259124784671,3,5,5,4,3.55850957421654
"27326","14","1372",1372951,3,4,5,7,9,10,5,0,"4","5","5","9","0","7",5,5,5,5,6,6,6.4875687456297,5,5,5,5,5.23428550396079,6,5,8,7,6.60769996032676
"27352","14","1372",1372222,1,NA,0,0,0,9,1,1,NA,"1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.652800178176833
"27555","14","1372",1372620,4,4,2,0,10,10,0,0,"4","0","2","10","0","0",4,4,3,4,3,3,3.39478668300404,3,3,3,3,3.39909772216201,3,5,0,2,1.88968824920211
"27712","14","1372",1372620,7,7,4,7,10,0,7,10,"7","7","4","10","10","7",8,8,8,8,9,8,8.43050679569791,6,6,8,6,6.43156024260184,9,10,10,9,8.89276010941685
"27996","14","1372",1372222,2,3,4,0,3,10,2,0,"3","2","4","3","0","0",3,3,2,2,4,3,3.32845161539512,4,4,4,4,4.16002034023211,1,1,0,1,1.06849486358753
"28052","14","1372",1372520,6,7,5,9,3,7,2,3,"7","2","5","3","3","9",6,5,6,5,5,5,5.48549124337268,6,6,5,6,5.92120731193096,6,2,3,5,4.98026671456419
"28070","14","1372",NA,NA,5,4,0,7,0,5,10,"5","5","4","7","10","0",6,7,6,7,4,6,5.914326930401,5,5,5,5,5.10108163311735,4,9,9,7,6.63386530545613
"28076","14","1372",NA,8,7,8,8,9,8,10,2,"7","10","8","9","2","8",7,7,8,7,8,8,7.58349513731879,8,8,9,8,8.11920947006977,7,5,10,8,7.59008640007065
"28200","14","1372",1372520,5,2,7,10,7,2,3,8,"2","3","7","7","8","10",6,6,7,6,6,6,6.1479983454477,5,5,2,4,4.35070092348987,9,8,9,8,8.09546300899978
"28220","14","1372",NA,3,5,2,0,3,7,2,3,"5","2","2","3","3","0",3,4,3,3,4,4,3.55556981107251,4,4,3,4,3.85763485893904,2,2,0,1,1.48486348134372
"28279","14","1372",1372620,5,5,3,0,0,0,2,10,"5","2","3","0","10","0",5,5,4,5,5,5,4.70293861384943,4,4,5,5,4.66303654047241,3,3,0,2,2.26033155613895
"28320","14","1372",NA,NA,5,5,0,3,8,1,2,"5","1","5","3","2","0",4,4,4,4,4,4,4.17523325528805,5,5,5,5,4.98888482270398,2,2,0,1,1.47223318154106
"28338","14","1372",NA,NA,0,0,0,10,5,0,5,"0","0","0","10","5","0",3,4,3,3,1,2,1.69533586557927,1,1,0,1,1.25384706979733,4,8,3,3,3.26633933696266
"28361","14","1372",1372520,6,7,4,1,7,0,2,10,"7","2","4","7","10","1",7,7,7,7,6,6,6.30514579173951,6,5,5,6,5.89854752953846,5,9,9,7,6.92825379963387
"28429","14","1372",1372620,5,3,8,7,6,6,3,4,"3","3","8","6","4","7",6,5,6,5,5,6,5.55416344596385,5,5,4,4,4.38851413197243,6,5,6,6,6.29842629045844
"28675","14","1372",1372520,5,5,5,4,5,5,3,5,"5","3","5","5","5","4",5,5,5,5,5,5,5.23696262075069,5,5,5,5,5.23817279625127,5,5,5,5,4.80134966363411
"28761","14","1372",1372520,NA,7,6,10,10,0,8,10,"7","8","6","10","10","10",9,8,9,9,10,9,8.92381911963637,7,7,7,7,6.84511082569272,10,10,10,10,9.53837434539673
"28763","14","1372",1372520,5,5,3,10,4,10,2,0,"5","2","3","4","0","10",4,3,4,3,5,4,4.11135880326804,4,4,5,5,4.66303654047241,6,1,1,4,4.08655093049801
"28819","14","1372",1372951,6,NA,5,0,10,0,4,10,NA,"4","5","10","10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,10,7,7.30708287990738
"28830","14","1372",1372110,5,8,5,4,6,2,3,8,"8","3","5","6","8","4",7,7,7,7,7,6,6.23275753429874,6,7,7,6,6.46960897154792,6,7,5,5,4.87283420229419
"29025","14","1372",NA,NA,4,0,3,8,3,5,7,"4","5","0","8","7","3",5,5,5,5,4,4,4.47273468651473,3,3,3,3,3.42019890231355,5,8,7,6,5.84866295040889
"29030","14","1372",NA,NA,NA,6,10,NA,7,5,3,NA,"5","6",NA,"3","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29071","14","1372",1372320,NA,NA,0,0,NA,0,0,10,NA,"0","0",NA,"10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29110","14","1372",NA,5,4,4,8,5,4,2,6,"4","2","4","5","6","8",5,5,5,5,5,5,4.98922742383915,4,4,4,4,4.3187551120585,7,5,8,7,7.13262736752537
"29121","14","1372",NA,NA,NA,NA,6,NA,2,1,8,NA,"1",NA,NA,"8","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29131","14","1372",NA,NA,6,7,1,7,1,4,9,"6","4","7","7","9","1",7,7,7,8,7,7,6.6526172437096,6,7,7,7,6.62656248614499,5,8,7,5,5.48244868795603
"29200","14","1372",1372951,0,5,0,0,5,10,5,0,"5","5","0","5","0","0",3,3,2,3,4,4,3.5764173904503,3,3,5,4,3.89295422198909,2,2,0,2,1.51157303372224
"29389","14","1372",1372620,5,6,5,5,5,4,5,6,"6","5","5","5","6","5",6,6,6,6,6,6,5.71597810037735,6,6,6,6,6.12780400434104,5,5,5,5,5.26105256508197
"29451","14","1372",NA,5,2,0,1,3,0,0,10,"2","0","0","3","10","1",3,4,3,4,2,4,3.5378329687627,2,2,2,2,2.14485059544068,4,5,1,3,3.07520186918985
"29490","14","1372",NA,6,4,3,0,5,8,4,2,"4","4","3","5","2","0",4,4,3,4,4,4,3.52655284211247,4,4,4,4,3.88596958151691,2,3,0,2,1.5755816797673
"29537","14","1372",NA,NA,0,6,10,4,10,0,0,"0","0","6","4","0","10",4,3,3,2,1,4,3.82207223598494,3,3,6,4,3.62632476742014,6,1,1,4,4.08655093049801
"29557","14","1372",1372520,5,5,6,8,8,3,3,7,"5","3","6","8","7","8",7,7,7,7,8,7,7.07501901033533,6,5,6,6,5.72890645021177,8,8,7,8,7.56563096792152
"29576","14","1372",1372951,10,5,6,0,0,4,0,6,"5","0","6","0","6","0",4,5,4,4,5,5,4.85306760262884,5,5,5,5,5.35197002318481,2,2,0,2,1.51837381222218
"29668","14","1372",1372520,5,6,7,4,6,7,5,3,"6","5","7","6","3","4",6,6,6,6,7,6,6.383360357587,7,7,7,7,6.80915890526097,4,5,4,5,4.52120407328523
"29743","14","1372",1372110,3,4,4,0,7,5,0,5,"4","0","4","7","5","0",5,5,5,5,4,4,4.21359843036469,4,4,4,4,3.73832891296306,3,5,5,4,3.55850957421654
"29794","14","1372",NA,2,2,6,0,5,6,3,4,"2","3","6","5","4","0",4,4,4,4,4,4,4.21948699917281,4,4,6,5,4.81011206231712,2,5,0,2,2.21699423081441
"29901","14","1372",NA,7,5,0,0,5,8,1,2,"5","1","0","5","2","0",3,3,3,3,2,3,3.13754760681095,3,3,2,3,3.36303079715703,2,3,0,2,1.5755816797673
"29911","14","1372",NA,3,5,3,0,5,5,5,5,"5","5","3","5","5","0",4,5,4,5,4,4,4.21053741021503,5,5,5,5,4.89538037986492,3,5,2,3,2.6885224744579
"29947","14","1372",NA,5,5,4,0,5,4,2,6,"5","2","4","5","6","0",5,5,5,5,5,4,4.38213840501456,5,5,5,5,4.87674866628613,3,5,2,3,2.85293233745757
"29954","14","1372",1372620,NA,2,3,10,4,4,3,6,"2","3","3","4","6","10",5,4,5,4,3,4,4.12396500314485,3,3,3,3,3.27543726762617,7,5,7,7,7.04247140023739
"29974","14","1372",NA,5,8,5,3,3,4,3,6,"8","3","5","3","6","3",6,6,6,6,7,6,6.12497935433659,6,7,7,6,6.46960897154792,4,3,3,4,3.81812332535758
"29989","14","1372",NA,2,4,6,0,6,4,0,6,"4","0","6","6","6","0",5,6,5,5,5,5,4.96974908012905,5,5,5,5,4.66058094998042,3,5,4,3,3.44809905790654
"30011","14","1372",NA,NA,NA,NA,0,NA,0,NA,10,NA,NA,NA,NA,"10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30047","14","1372",1372951,5,5,4,0,2,0,0,10,"5","0","4","2","10","0",5,5,5,5,5,5,4.75531997714505,5,5,5,4,4.00474585313462,3,5,0,3,2.50167702723162
"30051","14","1372",NA,5,6,3,0,4,10,6,0,"6","6","3","4","0","0",4,4,3,4,4,4,4.46283630581858,5,5,4,5,5.4292929706259,1,1,0,1,1.42690219029935
"30091","14","1372",NA,5,4,6,0,3,6,1,4,"4","1","6","3","4","0",4,4,4,4,4,4,4.02131646317933,5,5,3,5,4.50536159366744,2,2,0,2,2.07169285658334
"30092","14","1372",NA,4,NA,NA,5,5,3,7,7,NA,"7",NA,"5","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,5.40645122862753
"30150","14","1372",NA,7,6,5,10,NA,7,7,3,"6","7","5",NA,"3","10",NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6.11371947873448,NA,NA,NA,NA,NA
"30154","14","1372",1372620,NA,6,6,0,4,6,3,4,"6","3","6","4","4","0",5,5,5,5,5,5,5.35767100457663,6,6,7,6,6.43099937965946,2,3,3,2,2.40760267233781
"30248","14","1372",NA,6,10,0,4,10,0,10,10,"10","10","0","10","10","4",8,8,8,8,10,7,7.21595201702773,6,6,1,5,4.62270738516027,7,10,10,7,7.48273655424192
"30276","14","1372",1372951,5,5,1,0,4,2,5,8,"5","5","1","4","8","0",4,5,4,5,5,4,4.24684610404874,4,4,5,4,3.76511488616679,3,5,1,3,3.15142565885828
"30328","14","1372",NA,7,7,6,5,6,6,7,4,"7","7","6","6","4","5",6,6,7,7,6,6,6.39876151720227,7,7,7,7,6.77553051797052,5,5,4,5,5.49271181706774
"30344","14","1372",NA,5,5,4,0,NA,NA,NA,NA,"5",NA,"4",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30357","14","1372",NA,NA,5,7,8,NA,5,6,5,"5","6","7",NA,"5","8",NA,NA,NA,NA,NA,NA,NA,6,7,6,6,6.06078251217926,NA,NA,NA,NA,NA
